source_pdf,ประเภทเอกสาร,is_bch,หน่วยเลือกตั้งที่,หน่วยเลือกตั้งที่(ตัวเลขดิบ),หน่วยเลือกตั้งที่(ตัวอักษร),หน่วยเลือกตั้งที่_from_path,หน่วยเลือกตั้งที่_decision,หมู่ที่,หมู่ที่(ตัวเลขดิบ),หมู่ที่(ตัวอักษร),หมู่ที่_from_path,หมู่ที่_decision,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,match_score_ตำบล,match_score_อำเภอ
อำเภอแม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,2,2,,2,numeric_only,9.0,9,,,numeric_only,ตำบลแม่อาย,อำเภอแม่อาย,565.0,380.0,358.0,18.0,8.0,100,100.0
อำเภอแม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,3,3,,3,numeric_only,13.0,13,,,numeric_only,ตำบลแม่อาย,อำเภอแม่อาย,344.0,253.0,233.0,33.0,,100,100.0
อำเภอแม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,แบ่งเขต,False,33,33,,3,numeric_only,13.0,13,,,numeric_only,ตำบลแม่อาย,อำเภอแม่อาย,355.0,252.0,228.0,30.0,,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 9/ส.ส.5 ทับ 18 บช. หน่วย 9.pdf,บัญชีรายชื่อ,True,1,1,,9,numeric_only,7.0,7,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,537.0,386.0,337.0,45.0,4.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,แบ่งเขต,False,9,9,,9,numeric_only,7.0,7,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,587.0,386.0,354.0,30.0,2.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 8/ส.ส.5 ทับ 18 บช. หน่วย 8.pdf,บัญชีรายชื่อ,True,8,8,,8,numeric_only,8.0,8,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,391.0,254.0,233.0,18.0,3.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 แม่นาวาง หน่วย 8.pdf,แบ่งเขต,False,8,8,,8,numeric_only,6.0,6,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,391.0,254.0,235.0,16.0,3.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 4/ส.ส.5 ทับ 18 บช. หน่วย 4.pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,479.0,358.0,317.0,26.0,15.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,479.0,358.0,334.0,12.0,12.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 7/ส.ส.5 ทับ 18 บช. หน่วย 7.pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,6.0,6,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,378.0,234.0,215.0,16.0,3.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,,,,,missing,ตำบลแม่นาวาง,อำเภอแม่อาย,,,,,,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 5/ส.ส.5 ทับ 18 บช. หน่วย 5.pdf,บัญชีรายชื่อ,True,5,5,,5,numeric_only,5.0,5,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,670.0,496.0,418.0,42.0,16.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,แบ่งเขต,False,5,5,,5,numeric_only,5.0,5,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,670.0,496.0,415.0,45.0,16.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 6/ส.ส.5 ทับ 18 บช. หน่วย 6.pdf,บัญชีรายชื่อ,True,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,1455.0,472.0,450.0,20.0,2.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,5.0,5,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,645.0,472.0,446.0,23.0,1.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 3/ส.ส.5 ทับ 18 บช. หน่วย 3.pdf,บัญชีรายชื่อ,True,3,3,,3,numeric_only,,,,,missing,ตำบลแม่นาวาง,อำเภอแม่อาย,,,167.0,,,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,แบ่งเขต,False,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,265.0,187.0,166.0,14.0,7.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 2/ส.ส.5 ทับ 18 บช. หน่วย 2.pdf,บัญชีรายชื่อ,True,2,2,,2,numeric_only,2.0,2,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,540.0,399.0,366.0,25.0,8.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,2,numeric_only,1.0,1,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,540.0,399.0,374.0,12.0,13.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 18/ส.ส.5 ทับ 18 บช. หน่วย 18.pdf,บัญชีรายชื่อ,True,18,18,,18,numeric_only,14.0,14,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,588.0,368.0,338.0,24.0,6.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 18/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,18,numeric_only,14.0,14,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,783.0,368.0,329.0,27.0,2.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,บัญชีรายชื่อ,True,21,21,,21,numeric_only,17.0,17,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,445.0,321.0,295.0,18.0,8.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,แบ่งเขต,False,21,21,,21,numeric_only,17.0,17,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,445.0,321.0,292.0,19.0,10.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,บัญชีรายชื่อ,True,20,20,,20,numeric_only,16.0,16,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,435.0,378.0,287.0,19.0,12.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,แบ่งเขต,False,20,20,,20,numeric_only,16.0,16,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,435.0,318.0,291.0,17.0,10.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/ส.ส.5 ทับ 18 บช. หน่วย 19.pdf,บัญชีรายชื่อ,True,73,73,,19,numeric_only,15.0,15,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,404.0,284.0,255.0,22.0,7.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,แบ่งเขต,False,19,19,,19,numeric_only,15.0,15,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,404.0,284.0,261.0,19.0,4.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 16/ส.ส.5 ทับ 18 บช. หน่วย 16.pdf,บัญชีรายชื่อ,True,16,16,,16,numeric_only,13.0,13,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,584.0,367.0,325.0,36.0,6.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 16/สส. 5ทับ18.pdf,แบ่งเขต,False,16,16,,16,numeric_only,13.0,13,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,364.0,367.0,336.0,29.0,2.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 15/ส.ส.5 ทับ 18 บช. หน่วย 15.pdf,บัญชีรายชื่อ,True,15,15,,15,numeric_only,12.0,12,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,286.0,216.0,191.0,12.0,10.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 15/สส. 5ทับ18.pdf,แบ่งเขต,False,15,15,,15,numeric_only,12.0,12,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,286.0,216.0,188.0,14.0,14.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 17/ส.ส.5 ทับ 18 บช. หน่วย 17.pdf,บัญชีรายชื่อ,True,17,17,,17,numeric_only,13.0,13,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,603.0,391.0,347.0,42.0,2.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 17/สส. 5ทับ18.pdf,แบ่งเขต,False,17,17,,17,numeric_only,,,,,missing,ตำบลแม่นาวาง,อำเภอแม่อาย,,,,,,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 14/ส.ส.5 ทับ 18 บช. หน่วย 14.pdf,บัญชีรายชื่อ,True,14,14,,14,numeric_only,11.0,11,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,563.0,418.0,384.0,26.0,8.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 14/สส. 5ทับ18.pdf,แบ่งเขต,False,14,14,,14,numeric_only,11.0,11,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,563.0,418.0,388.0,26.0,4.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 13/ส.ส.5 ทับ 18 บช. หน่วย 13.pdf,บัญชีรายชื่อ,True,13,13,,13,numeric_only,10.0,10,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,352.0,238.0,225.0,12.0,1.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 13/สส. 5ทับ18 แม่นาวาง หน่วย 13.pdf,แบ่งเขต,False,13,13,,13,numeric_only,10.0,10,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,352.0,238.0,225.0,8.0,5.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 10/ส.ส.5 ทับ 18 บช. หน่วย 10.pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,7.0,7,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,531.0,388.0,353.0,27.0,3.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 10/สส. 5ทับ18.pdf,แบ่งเขต,False,10,10,,10,numeric_only,7.0,7,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,531.0,388.0,365.0,22.0,1.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 12/ส.ส.5 ทับ 18 บช. หน่วย 12.pdf,บัญชีรายชื่อ,True,12,12,,12,numeric_only,9.0,9,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,297.0,208.0,186.0,12.0,10.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 12/สส. 5ทับ18.pdf,แบ่งเขต,False,12,12,,12,numeric_only,9.0,9,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,297.0,208.0,191.0,10.0,7.0,100,100.0
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 11/ส.ส.5 ทับ 18 บช. หน่วย 11.pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,7.0,7,,,numeric_only,ตำบลแม่นาวาง,อำเภอแม่อาย,595.0,411.0,364.0,39.0,8.0,100,100.0
