source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,สังกัดพรรคการเมือง,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,674.0,515.0,450.0,52.0,13.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,42.0,42,สี่สิบสอง,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,674.0,515.0,450.0,52.0,13.0,8.0,นายพิสิษฐ์ อุปนันท์,เศรษฐกิจ,4.0,4,สี่,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,674.0,515.0,450.0,52.0,13.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,10.0,10,สิบ,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,3.0,3,สาม,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,7.0,7,เจ็ด,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,4.0,นายสันติ ตันสุขทัย,ก้าวอิสระ,17.0,17,สิบเจ็ด,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,5.0,นายการุณย์ เจริญชัยกุล,กล้าธรรม,315.0,315,สามร้อยสิบห้า,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,15.0,15,สิบห้า,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,17.0,17,สิบเจ็ด,numeric_text_agree
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,0.0,0,ศูนย์,numeric_only
อำเภอไชยปราการ/ตำบลแม่ทะลบ/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,8.0,ตำบลแม่ทะลบ,อำเภอไชยปราการ,480.0,381.0,364.0,17.0,0.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,0.0,0,ศูนย์,numeric_only
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,13.0,13,สิบสามบัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,2.0,นายสมดุลย์ อุดมเจริญ,ประชาชน,50.0,50,ห้าสิบบัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4.0,4,สี่บัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,4.0,นายสันติ ตันสุขี,ก้าวอิสระ,3.0,3,สามบัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,5.0,นายกาญจน์ คูเจริญชัยกุล,กล้าธรรม,202.0,202,สองร้อยสองบัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,34.0,34,สามสิบสี่บัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,25.0,25,ยี่สิบห้าบัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,8.0,นายพิสิณห์ อุปนันท์,เศรษฐกิจ,0.0,0,ศูนย์บัตร,numeric_only
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,8,5.0,ตำบลปงตำ,อำเภอไชยปราการ,471.0,365.0,335.0,16.0,14.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4.0,4,สี่บัตร,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,12.0,12,สิบสอง,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,130.0,130,หนึ่งร้อยสามสิบ,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,7.0,7,เจ็ด,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,4.0,นายสันติ ตันสุข,ก้าวอิสระ,3.0,3,สาม,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,193.0,193,หนึ่งร้อยเก้าสิบสาม,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,6.0,นายนิธากร วุฒินัย,เพื่อไทย,68.0,68,หกสิบแปด,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,51.0,51,ห้าสิบเอ็ด,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,13.0,13,สิบสาม,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,6,3.0,ตำบลปงตำ,อำเภอไชยปราการ,724.0,532.0,485.0,30.0,17.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8.0,8,แปด,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,4.0,ตำบลปงตำ,อำเภอไชยปราการ,327.0,216.0,197.0,10.0,9.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,9.0,9,เก้า,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,4.0,ตำบลปงตำ,อำเภอไชยปราการ,327.0,216.0,197.0,10.0,9.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,45.0,45,สี่สิบห้า,numeric_text_agree
อำเภอไชยปราการ/ตำบลปงตำ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,7,4.0,ตำบลปงตำ,อำเภอไชยปราการ,327.0,216.0,197.0,10.0,9.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2.0,2,สอง,numeric_text_agree
